Country Name,Country Code,Region,IncomeGroup,SpecialNotes,TableName,year,co2_emissions
Malawi,MWI,Sub-Saharan Africa,Low income,WB Staff estimates and NSO Malawi ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: March 31; reporting period for national accounts data: CY.,Malawi,1977,0.11338147639471902
Malaysia,MYS,East Asia & Pacific,Upper middle income,DOSM (Department of Statistics Malaysia Official Portal) and Bank's country office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Malaysia,1977,1.76776831888177
New Caledonia,NCL,East Asia & Pacific,High income,Source of population estimates: Institute of Statistics and Economic Studies,New Caledonia,1977,15.746529411764698
Niger,NER,Sub-Saharan Africa,Low income,Ministry of Economy and Planning  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Niger,1977,0.0667829677389276
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,"National Bureau of Statistics of Nigeria. 
 ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Nigeria,1977,0.7523220171208241
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,Central Bank of Nicaragua ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Nicaragua,1977,0.954419353515327
Netherlands,NLD,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Netherlands,1977,11.8559280927615
Norway,NOR,Europe & Central Asia,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat,Norway,1977,7.6846192562583395
Nepal,NPL,South Asia,Low income,"Central Bureau of Statistics, National Planning Commision Secretariat, and Nepal Rastra Bank  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: July 14; reporting period for national accounts data: FY.",Nepal,1977,0.024225025240086
Nauru,NRU,East Asia & Pacific,Upper middle income,"IMF Article IV  ; Source of population estimates: United Nations World Population Prospects, IMF and World Bank's country office. Fiscal year end: June 30; reporting period for national accounts data: FY.",Nauru,1977,15.7186117256637
New Zealand,NZL,East Asia & Pacific,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Statistics New Zealand. Fiscal year end: March 31; reporting period for national accounts data: CY.,New Zealand,1977,6.50615729760913
Oman,OMN,Middle East & North Africa,High income,"National Center for Statistics and Information and Haver Analytics, Inc (Haver's source:  National Center for Statistics & Information) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. National Center for Statistics and Information revised national accounts from 2011 to 2015 based on the SNA 2008. Value added is in basic prices; and before 2011 in producer prices.",Oman,1977,8.70052198386595
Pakistan,PAK,South Asia,Lower middle income,Pakistan Bureau of Statistics and Pakistan Economic Survey website ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: June 30; reporting period for national accounts data: FY.,Pakistan,1977,0.34377043933454304
Panama,PAN,Latin America & Caribbean,High income,National Institute of Statistics and Census (INEC) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Panama,1977,1.88349030681923
Peru,PER,Latin America & Caribbean,Upper middle income,National Institute of Statistics and Informatics (INEI) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Peru,1977,1.4532087425176599
Philippines,PHL,East Asia & Pacific,Lower middle income,PSA (Philippine Statistics Authority) and Bank's country office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Philippines,1977,0.842017425159162
Palau,PLW,East Asia & Pacific,High income,IMF Article IV  ; Source of population estimates: United Nations World Population Prospects. Fiscal year ends on September 30; reporting period for national accounts data: FY.,Palau,1977,14.997955010224901
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,National Statistical Office - Papua New Guinea and IMF. ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Papua New Guinea,1977,0.5199519025154129
Poland,POL,Europe & Central Asia,High income,Eurostat; Statistics Poland ; Source of population estimates: Eurostat,Poland,1977,12.0794435996374
Portugal,PRT,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Portugal,1977,2.4036428917026003
Paraguay,PRY,Latin America & Caribbean,Upper middle income,Central Bank of Paraguay ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Paraguay,1977,0.394761146361197
French Polynesia,PYF,East Asia & Pacific,High income,Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,French Polynesia,1977,1.9805349118562001
Qatar,QAT,Middle East & North Africa,High income,"National Accounts Bulletin, 2018 - Central Statistical Bureau, Kuwait ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Qatar,1977,54.40915244761379
Romania,ROU,Europe & Central Asia,Upper middle income,Eurostat; National Institute of Statistics ; Source of population estimates: Eurostat,Romania,1977,8.199979904482861
Rwanda,RWA,Sub-Saharan Africa,Low income,National Institute of Statistics of Rwanda  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Rwanda,1977,0.057597498932248
Saudi Arabia,SAU,Middle East & North Africa,High income,"General Authority for Statistics and Haver Analytics, Inc. (Source for Haver:  General Authority for Statistics) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Saudi Arabia,1977,14.3564254305722
Sudan,SDN,Sub-Saharan Africa,Lower middle income,"Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Demographic data (total population, life expectancy, fertility, child mortality, migration), education series, and HIV prevalence are reported separately for Sudan and South Sudan; see specific notes for other series. National accounts data exclude South Sudan after July 9, 2011. Other data reported for Sudan generally include South Sudan to 2011 unless otherwise noted. External debt data and land-related data (including population density, but excluding surface area after 2010) for all years include South Sudan.",Sudan,1977,0.220178108245013
Senegal,SEN,Sub-Saharan Africa,Low income,DPEE (Direction de la  Prévision et des Etudes Economique) and ANSD (Agence Nationale de la Statistique et de la Démographie) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Senegal,1977,0.43244766057254796
Singapore,SGP,East Asia & Pacific,High income,Monetary Authority of Singapore - Central Bank ; Source of population estimates: Department of Statistics Singapore. Fiscal year end: March 31; reporting period for national accounts data: CY.,Singapore,1977,12.1744463080033
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,Bank's country office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Solomon Islands,1977,0.387973280368573
Sierra Leone,SLE,Sub-Saharan Africa,Low income,"Statistics Sierra Leone, IMF Article IV ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: June 30; reporting period for national accounts data: CY.",Sierra Leone,1977,0.163768023478372
El Salvador,SLV,Latin America & Caribbean,Lower middle income,Central Bank of El Salvador ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,El Salvador,1977,0.528458897117851
Somalia,SOM,Sub-Saharan Africa,Low income,"The World Bank and Fund Staff Estimates, 2018; (see also: https://www.imf.org/en/News/Articles/2018/07/06/pr18283-somalia-2nd-and-final-review-under-the-staff-monitored-program)
 ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Somalia,1977,0.16559893374476597
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,STP authorities  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,São Tomé and Principe,1977,0.33552165061646505
Suriname,SUR,Latin America & Caribbean,Upper middle income,General Bureau of Statistics  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Suriname,1977,5.26116279778309
Sweden,SWE,Europe & Central Asia,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. Fiscal year end: June 30; reporting period for national accounts data: CY.,Sweden,1977,10.398559905181301
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,Central Statistical Office of Swaziland ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,Eswatini,1977,0.619923361896902
Seychelles,SYC,Sub-Saharan Africa,High income,National Bureau of Statistics ; Source of population estimates: National Bureau of Statistics,Seychelles,1977,1.3650503350273502
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Syrian Arab Republic,1977,1.81924966587678
Chad,TCD,Sub-Saharan Africa,Low income,IMF and Chadian authorities ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Chad,1977,0.0465487804505371
Togo,TGO,Sub-Saharan Africa,Low income,Ministry of Economy and Finance ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Togo,1977,0.183454394286272
Thailand,THA,East Asia & Pacific,Upper middle income,NESDB ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: September 30; reporting period for national accounts data: CY.,Thailand,1977,0.724054006652106
Tonga,TON,East Asia & Pacific,Upper middle income,Tonga Department of Statistics ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Tonga,1977,0.324890636247854
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,Central Bank of Trinidad and Tobago ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Trinidad and Tobago,1977,15.556591370516902
Tunisia,TUN,Middle East & North Africa,Lower middle income,"National Bureau of Statistics, Central Bank, Ministry of Investment Development and International Cooperation (Planning Dept) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Tunisia,1977,1.1425653667976001
Turkey,TUR,Europe & Central Asia,Upper middle income,Turkish Statistical Institute ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Turkey,1977,1.98433207369966
Tanzania,TZA,Sub-Saharan Africa,Low income,Tanzania Bureau of Statistics ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Tanzania,1977,0.11829956744959802
Uganda,UGA,Sub-Saharan Africa,Low income,"Uganda Bureau of Statistics for SNA series , Bank of Uganda for Balance of Payments   ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: June 30; reporting period for national accounts data: FY.",Uganda,1977,0.0703294703007192
Uruguay,URY,Latin America & Caribbean,High income,Central Bank of Uruguay ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Uruguay,1977,1.97782265615019
United States,USA,North America,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: U.S. Census Bureau,United States,1977,21.5324840060117
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,Eastern Caribbean Central Bank ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,St. Vincent and the Grenadines,1977,0.33797581132423304
Venezuela-RB,VEN,Latin America & Caribbean,Upper middle income,Central Bank of Venezuela ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,"Venezuela, RB",1977,4.5111424740477695
Vietnam,VNM,East Asia & Pacific,Lower middle income,GSO (General Statistics Office of Vietnam) and Bank's country office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Vietnam,1977,0.30013498756294393
Vanuatu,VUT,East Asia & Pacific,Lower middle income,IMF Article IV  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Vanuatu,1977,0.4833085424864911
Samoa,WSM,East Asia & Pacific,Upper middle income,"IMF Article IV and Bank's country office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year ends on June 30; reporting period for national accounts data: FY. Data are revised from Samoa Bureau of Statistics and Central Bank of Samoa. The base year is 2008/09. Other methodological changes include increased reliance on summary data from the country’s Value Added Goods and Services Tax system, incorporation of more recent benchmarks, and use of improved data sources.",Samoa,1977,0.52643118625487
Yemen,YEM,Middle East & North Africa,Low income,Figures are based on MFMmod data  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,"Yemen, Rep.",1977,0.4099729753218979
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,(see also: https://www.imf.org/en/News/Articles/2018/07/06/pr18283-somalia-2nd-and-final-review-under-the-staff-monitored-program) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: March 31; reporting period for national accounts data: CY.,South Africa,1977,7.24529322563728
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,"Central Statistics Office Zambia, Bank of Zambia ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. The base year is 2010. National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha. Zambia reports using SNA 2008.",Zambia,1977,0.7040742390737529
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,Zimstat- Central Statistics Agency ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Zimbabwe,1977,1.4302776129967099
Afghanistan,AFG,South Asia,Low income,"Central Statistics Organization; World Bank staff estimates ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. 
Fiscal year end: March 20; reporting period for national accounts data is calendar year, estimated to insure consistency between national accounts and fiscal data.",Afghanistan,1978,0.163159570965847
Angola,AGO,Sub-Saharan Africa,Lower middle income,IMF ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Angola,1978,0.646179203875004
Albania,ALB,Europe & Central Asia,Upper middle income,"Albanian Institute of Statistics ; Source of population estimates: Institute of Statistics, Eurostat",Albania,1978,2.53062504042839
United Arab Emirates,ARE,Middle East & North Africa,High income,National Bureau of Statistics & Federal Competitiveness & Statistics Authority ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,United Arab Emirates,1978,52.5828993900937
Argentina,ARG,Latin America & Caribbean,High income,National Institute of Statistics and Census (INDEC) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Argentina,1978,3.76275036851475
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,Eastern Caribbean Central Bank ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Antigua and Barbuda,1978,6.70146200425509
Australia,AUS,East Asia & Pacific,High income,ABS (Australian Bureau of Statistics) ; Source of population estimates: Australian Bureau of Statistics. Fiscal year end: June 30; reporting period for national accounts data: FY.,Australia,1978,14.069858615406
Austria,AUT,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 13.7603 Austrian schilling. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Austria,1978,7.60137180396718
Burundi,BDI,Sub-Saharan Africa,Low income,Statistical Office Burundi and World Bank country economist estimates ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Burundi,1978,0.0262345647468118
Belgium,BEL,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Belgian franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Belgium,1978,13.807057935873802
Benin,BEN,Sub-Saharan Africa,Low income,Government of Benin  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Benin,1978,0.103019122356863
Burkina Faso,BFA,Sub-Saharan Africa,Low income,National forecast tool (Instrument Automatise de Prevision).  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Burkina Faso,1978,0.0533417018600577
Bangladesh,BGD,South Asia,Lower middle income,National Account Data from Bangladesh Bureau of Statistics (BBS) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: June 30; reporting period for national accounts data: FY.,Bangladesh,1978,0.0781156246567256
Bulgaria,BGR,Europe & Central Asia,Upper middle income,Eurostat & Republic of Bulgaria National Statistical institute ; Source of population estimates: Eurostat,Bulgaria,1978,9.236529547430731
Bahrain,BHR,Middle East & North Africa,High income,"Central Bank of Bahrain & Cetral Informatic Organization - Information & eGovernment Authority and Haver Analytics, Inc. (Haver's source: Central Informatics Organization) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Bahrain,1978,24.010368717018103
Bahamas,BHS,Latin America & Caribbean,High income,Department of Statistics of Bahamas ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,"Bahamas, The",1978,32.7916015343923
Belize,BLZ,Latin America & Caribbean,Upper middle income,Central Bank of Belize ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Belize,1978,1.5568884251430202
Bermuda,BMU,North America,High income,Source of population estimates: Bermuda Government Department of Statistics,Bermuda,1978,7.936044776119401
Bolivia,BOL,Latin America & Caribbean,Lower middle income,National Institute of Statistics (INE) and Central Bank of Bolivia ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Bolivia,1978,0.9396550338465609
Brazil,BRA,Latin America & Caribbean,Upper middle income,Brazilian Statistics Institute (IBGE) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Brazil,1978,1.5307923886231003
Barbados,BRB,Latin America & Caribbean,High income,Barbados Statistical Office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Barbados,1978,2.5225731106418396
Brunei Darussalam,BRN,East Asia & Pacific,High income,Economic Planning and Development - Prime Minister's office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Brunei Darussalam,1978,52.640913178525494
Bhutan,BTN,South Asia,Lower middle income,National Statistics Bureau of Bhutan ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Bhutan,1978,0.0285455545637598
Botswana,BWA,Sub-Saharan Africa,Upper middle income,Financial Statistics Bank of Botswana and World Bank staff estimates. ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: March 31; reporting period for national accounts data: CY.,Botswana,1978,0.897393769843195
Central African Republic,CAF,Sub-Saharan Africa,Low income,"IMF, Authorities and Bank staff estimates ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Central African Republic,1978,0.0678367755055038
Canada,CAN,North America,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Statistics Canada. Fiscal year end: March 31; reporting period for national accounts data: CY.,Canada,1978,17.3030650690631
Switzerland,CHE,Europe & Central Asia,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat,Switzerland,1978,6.720778708058179
Chile,CHL,Latin America & Caribbean,High income,"Central Bank of Chile ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Before 1996, for current series, components of value added and missed series of expenditure side have been calculated using structural ratios of the files and previous base years.",Chile,1978,2.09940001553411
China,CHN,East Asia & Pacific,Upper middle income,"NBS - National Bureau of Statistics and Bank's country office ; Source of population estimates: National Bureau of Statistics. On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. The new base year is 2015.",China,1978,1.5292011096411202
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,"MPMEF / Direction Générale de l'Economie / Direction de la Conjoncture et de la Prévision Economiques, Institut National de la Statistique (INS). ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Côte d'Ivoire,1978,0.635182260173263
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,"National Institute of Statistics, World Bank staff estimates ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Cameroon,1978,0.24649736553726104
Congo-Dem. Rep.,COD,Sub-Saharan Africa,Low income,Authorities ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,"Congo, Dem. Rep.",1978,0.141803403012384
Congo-Rep.,COG,Sub-Saharan Africa,Lower middle income,Government Authorities  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,"Congo, Rep.",1978,0.18587419265836802
Colombia,COL,Latin America & Caribbean,Upper middle income,Administrative Department of National Statistics (DANE) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Colombia,1978,1.57280687925659
Comoros,COM,Sub-Saharan Africa,Low income,Authorities and IMF Figures ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Base year change from 1990 to 2007 -  national data revised.,Comoros,1978,0.102346546466923
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,Institute of National Statistics Cabo Verde. ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Cabo Verde,1978,0.7498735376104531
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,Central Bank of Costa Rica ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. National accounts are revised from 1991 to 2015 using SNA 2008 based on official government data. The new reference year is 2012. The country uses chain linked methedology.,Costa Rica,1978,1.28967360558903
Cuba,CUB,Latin America & Caribbean,Upper middle income,National Office of Statistics ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Cuba,1978,3.1601157691914796
Cayman Islands,CYM,Latin America & Caribbean,High income,Statistical office of Cayman Island ; Source of population estimates: United Nations World Population Prospects,Cayman Islands,1978,6.25298410749608
Cyprus,CYP,Europe & Central Asia,High income,"Statistical Service of Republic of Cyprus ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Cyprus,1978,4.17217649880951
Djibouti,DJI,Middle East & North Africa,Lower middle income,Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Djibouti,1978,0.6548044206643979
Dominica,DMA,Latin America & Caribbean,Upper middle income,Eastern Caribbean Central Bank ; Source of population estimates: United Nations World Population Prospects,Dominica,1978,0.34574768998679994
Denmark,DNK,Europe & Central Asia,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat,Denmark,1978,11.9739262277225
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,Central Bank of the Dominican Republic ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Dominican Republic,1978,0.982979216984452
Algeria,DZA,Middle East & North Africa,Upper middle income,Office National des Statistiques (ONS) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Algeria,1978,3.43337166268603
Ecuador,ECU,Latin America & Caribbean,Upper middle income,Central Bank of Ecuador ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Ecuador,1978,1.37682744980526
Egypt,EGY,Middle East & North Africa,Lower middle income,"Ministry of Planning, Monitoring and Administrative Reform and the Central Bank of Egypt ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.","Egypt, Arab Rep.",1978,0.935941671226677
Spain,ESP,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Spain,1978,5.43859432352152
Ethiopia,ETH,Sub-Saharan Africa,Low income,Ministry of Finance and Economic Cooperation ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: July 7; reporting period for national accounts data: FY.,Ethiopia,1978,0.0402561136276886
Finland,FIN,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 5.94573 Finnish markka. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Finland,1978,10.9233904566159
Fiji,FJI,East Asia & Pacific,Upper middle income,Fiji Bureau of Statistics - Under Review ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Fiji,1978,1.16747983490469
